time,temperature_2m (°F),relative_humidity_2m (%),precipitation (inch),rain (inch),snowfall (inch),snow_depth (ft),et0_fao_evapotranspiration (inch)
2022-05-21T06:00,52.2,90,0.000,0.000,0.000,0.000,0.001
2022-05-21T07:00,55.3,84,0.000,0.000,0.000,0.000,0.002
2022-05-21T08:00,58.1,75,0.000,0.000,0.000,0.000,0.005
2022-05-21T09:00,58.0,79,0.028,0.028,0.000,0.000,0.006
2022-05-21T10:00,57.9,81,0.004,0.004,0.000,0.000,0.006
2022-05-21T11:00,58.6,78,0.004,0.004,0.000,0.000,0.007
2022-05-21T12:00,55.6,85,0.024,0.024,0.000,0.000,0.005
2022-05-21T13:00,52.3,100,0.067,0.067,0.000,0.000,0.002
2022-05-21T14:00,51.3,100,0.075,0.075,0.000,0.000,0.002
2022-05-21T15:00,52.4,93,0.028,0.028,0.000,0.000,0.004
2022-05-21T16:00,55.4,71,0.004,0.004,0.000,0.000,0.008
2022-05-21T17:00,56.3,63,0.000,0.000,0.000,0.000,0.007
2022-05-21T18:00,57.0,62,0.000,0.000,0.000,0.000,0.006
2022-05-21T19:00,57.3,62,0.000,0.000,0.000,0.000,0.005
2022-05-21T20:00,54.8,69,0.000,0.000,0.000,0.000,0.003
2022-05-21T21:00,51.8,73,0.000,0.000,0.000,0.000,0.001
2022-05-21T22:00,50.0,76,0.000,0.000,0.000,0.000,0.000
2022-05-21T23:00,48.2,81,0.000,0.000,0.000,0.000,0.000
2022-05-22T00:00,47.8,85,0.016,0.016,0.000,0.000,0.000
2022-05-22T01:00,47.3,89,0.000,0.000,0.000,0.000,0.000
2022-05-22T02:00,44.5,94,0.000,0.000,0.000,0.000,0.000
2022-05-22T03:00,44.7,93,0.000,0.000,0.000,0.000,0.000
2022-05-22T04:00,44.4,92,0.004,0.004,0.000,0.000,0.000
2022-05-22T05:00,44.4,93,0.004,0.004,0.000,0.000,0.000
2022-05-22T06:00,45.4,91,0.008,0.008,0.000,0.000,0.001
2022-05-22T07:00,46.4,92,0.008,0.008,0.000,0.000,0.001
2022-05-22T08:00,47.3,97,0.008,0.008,0.000,0.000,0.001
2022-05-22T09:00,48.0,96,0.008,0.008,0.000,0.000,0.002
2022-05-22T10:00,50.0,96,0.000,0.000,0.000,0.000,0.003
2022-05-22T11:00,51.2,89,0.004,0.004,0.000,0.000,0.004
2022-05-22T12:00,53.6,74,0.000,0.000,0.000,0.000,0.007
2022-05-22T13:00,53.6,70,0.000,0.000,0.000,0.000,0.005
2022-05-22T14:00,56.0,58,0.000,0.000,0.000,0.000,0.009
2022-05-22T15:00,54.2,66,0.012,0.012,0.000,0.000,0.005
2022-05-22T16:00,53.3,71,0.000,0.000,0.000,0.000,0.004
2022-05-22T17:00,53.4,74,0.004,0.004,0.000,0.000,0.005
2022-05-22T18:00,53.6,76,0.000,0.000,0.000,0.000,0.003
2022-05-22T19:00,55.4,65,0.004,0.004,0.000,0.000,0.005
2022-05-22T20:00,52.6,77,0.000,0.000,0.000,0.000,0.002
2022-05-22T21:00,47.3,86,0.000,0.000,0.000,0.000,0.000
2022-05-22T22:00,44.6,93,0.000,0.000,0.000,0.000,0.000
2022-05-22T23:00,45.0,93,0.000,0.000,0.000,0.000,0.000
2022-05-23T00:00,43.4,90,0.000,0.000,0.000,0.000,0.000
2022-05-23T01:00,41.9,89,0.000,0.000,0.000,0.000,0.000
2022-05-23T02:00,39.8,92,0.000,0.000,0.000,0.000,0.000
2022-05-23T03:00,38.7,97,0.000,0.000,0.000,0.000,0.000
2022-05-23T04:00,39.1,98,0.000,0.000,0.000,0.000,0.000
2022-05-23T05:00,37.6,97,0.000,0.000,0.000,0.000,0.000
2022-05-23T06:00,39.2,96,0.000,0.000,0.000,0.000,0.000
2022-05-23T07:00,44.2,86,0.000,0.000,0.000,0.000,0.002
2022-05-23T08:00,47.3,77,0.000,0.000,0.000,0.000,0.005
2022-05-23T09:00,51.0,65,0.000,0.000,0.000,0.000,0.008
2022-05-23T10:00,53.6,56,0.000,0.000,0.000,0.000,0.011
2022-05-23T11:00,55.5,48,0.000,0.000,0.000,0.000,0.014
2022-05-23T12:00,57.3,43,0.000,0.000,0.000,0.000,0.015
2022-05-23T13:00,59.3,38,0.000,0.000,0.000,0.000,0.016
2022-05-23T14:00,60.8,34,0.000,0.000,0.000,0.000,0.016
2022-05-23T15:00,61.1,34,0.000,0.000,0.000,0.000,0.015
2022-05-23T16:00,59.5,37,0.000,0.000,0.000,0.000,0.011
2022-05-23T17:00,59.9,38,0.000,0.000,0.000,0.000,0.011
2022-05-23T18:00,58.2,41,0.000,0.000,0.000,0.000,0.009
2022-05-23T19:00,56.8,45,0.000,0.000,0.000,0.000,0.005
2022-05-23T20:00,54.3,54,0.000,0.000,0.000,0.000,0.003
2022-05-23T21:00,50.0,61,0.000,0.000,0.000,0.000,0.001
2022-05-23T22:00,46.4,70,0.000,0.000,0.000,0.000,0.000
2022-05-23T23:00,44.5,74,0.000,0.000,0.000,0.000,0.000
2022-05-24T00:00,42.4,78,0.000,0.000,0.000,0.000,0.000
2022-05-24T01:00,44.2,70,0.000,0.000,0.000,0.000,0.000
2022-05-24T02:00,45.0,67,0.000,0.000,0.000,0.000,0.000
2022-05-24T03:00,43.7,70,0.000,0.000,0.000,0.000,0.000
2022-05-24T04:00,42.3,73,0.000,0.000,0.000,0.000,0.000
2022-05-24T05:00,41.0,77,0.000,0.000,0.000,0.000,0.000
2022-05-24T06:00,40.7,78,0.000,0.000,0.000,0.000,0.000
2022-05-24T07:00,44.6,76,0.000,0.000,0.000,0.000,0.002
2022-05-24T08:00,51.2,64,0.000,0.000,0.000,0.000,0.005
2022-05-24T09:00,56.6,52,0.000,0.000,0.000,0.000,0.009
2022-05-24T10:00,59.4,44,0.000,0.000,0.000,0.000,0.013
2022-05-24T11:00,62.3,37,0.000,0.000,0.000,0.000,0.015
2022-05-24T12:00,64.2,34,0.000,0.000,0.000,0.000,0.016
2022-05-24T13:00,65.5,32,0.000,0.000,0.000,0.000,0.017
2022-05-24T14:00,66.8,31,0.000,0.000,0.000,0.000,0.017
2022-05-24T15:00,68.8,28,0.000,0.000,0.000,0.000,0.019
2022-05-24T16:00,69.1,28,0.000,0.000,0.000,0.000,0.017
2022-05-24T17:00,67.3,29,0.000,0.000,0.000,0.000,0.010
2022-05-24T18:00,68.3,30,0.000,0.000,0.000,0.000,0.010
2022-05-24T19:00,65.8,42,0.000,0.000,0.000,0.000,0.007
2022-05-24T20:00,61.0,46,0.000,0.000,0.000,0.000,0.005
2022-05-24T21:00,59.1,40,0.000,0.000,0.000,0.000,0.002
2022-05-24T22:00,52.6,56,0.000,0.000,0.000,0.000,0.001
2022-05-24T23:00,50.0,64,0.000,0.000,0.000,0.000,0.000
2022-05-25T00:00,46.9,70,0.000,0.000,0.000,0.000,0.000
2022-05-25T01:00,45.8,70,0.000,0.000,0.000,0.000,0.000
2022-05-25T02:00,43.7,75,0.000,0.000,0.000,0.000,0.000
2022-05-25T03:00,44.7,69,0.000,0.000,0.000,0.000,0.000
2022-05-25T04:00,45.4,66,0.000,0.000,0.000,0.000,0.000
2022-05-25T05:00,39.7,83,0.000,0.000,0.000,0.000,0.000
2022-05-25T06:00,42.6,77,0.000,0.000,0.000,0.000,0.001
2022-05-25T07:00,49.0,73,0.000,0.000,0.000,0.000,0.003
2022-05-25T08:00,55.8,58,0.000,0.000,0.000,0.000,0.006
2022-05-25T09:00,61.4,50,0.000,0.000,0.000,0.000,0.010
2022-05-25T10:00,65.4,41,0.000,0.000,0.000,0.000,0.014
2022-05-25T11:00,67.9,34,0.000,0.000,0.000,0.000,0.017
2022-05-25T12:00,69.6,30,0.000,0.000,0.000,0.000,0.019
2022-05-25T13:00,71.0,29,0.000,0.000,0.000,0.000,0.021
2022-05-25T14:00,72.3,28,0.000,0.000,0.000,0.000,0.021
2022-05-25T15:00,73.2,26,0.000,0.000,0.000,0.000,0.020
2022-05-25T16:00,73.6,26,0.000,0.000,0.000,0.000,0.018
2022-05-25T17:00,73.4,26,0.000,0.000,0.000,0.000,0.014
2022-05-25T18:00,72.4,29,0.000,0.000,0.000,0.000,0.011
2022-05-25T19:00,69.6,43,0.000,0.000,0.000,0.000,0.007
2022-05-25T20:00,70.3,34,0.000,0.000,0.000,0.000,0.003
2022-05-25T21:00,59.3,62,0.000,0.000,0.000,0.000,0.001
2022-05-25T22:00,57.4,57,0.000,0.000,0.000,0.000,0.001
2022-05-25T23:00,53.3,64,0.000,0.000,0.000,0.000,0.000
2022-05-26T00:00,49.6,69,0.000,0.000,0.000,0.000,0.000
2022-05-26T01:00,47.9,69,0.000,0.000,0.000,0.000,0.000
2022-05-26T02:00,47.2,68,0.000,0.000,0.000,0.000,0.000
2022-05-26T03:00,46.9,68,0.000,0.000,0.000,0.000,0.000
2022-05-26T04:00,46.0,69,0.000,0.000,0.000,0.000,0.000
2022-05-26T05:00,45.3,68,0.000,0.000,0.000,0.000,0.001
2022-05-26T06:00,46.4,63,0.000,0.000,0.000,0.000,0.002
2022-05-26T07:00,52.0,57,0.000,0.000,0.000,0.000,0.004
2022-05-26T08:00,58.7,53,0.000,0.000,0.000,0.000,0.007
2022-05-26T09:00,63.5,46,0.000,0.000,0.000,0.000,0.009
2022-05-26T10:00,66.6,37,0.000,0.000,0.000,0.000,0.014
2022-05-26T11:00,68.1,37,0.004,0.004,0.000,0.000,0.018
2022-05-26T12:00,66.3,43,0.000,0.000,0.000,0.000,0.017
2022-05-26T13:00,65.2,49,0.000,0.000,0.000,0.000,0.015
2022-05-26T14:00,66.4,41,0.004,0.004,0.000,0.000,0.018
2022-05-26T15:00,65.7,38,0.000,0.000,0.000,0.000,0.017
2022-05-26T16:00,65.3,37,0.000,0.000,0.000,0.000,0.017
2022-05-26T17:00,63.5,38,0.000,0.000,0.000,0.000,0.014
2022-05-26T18:00,61.1,42,0.000,0.000,0.000,0.000,0.011
2022-05-26T19:00,58.1,48,0.000,0.000,0.000,0.000,0.008
2022-05-26T20:00,54.2,57,0.000,0.000,0.000,0.000,0.004
2022-05-26T21:00,50.9,65,0.000,0.000,0.000,0.000,0.003
2022-05-26T22:00,47.9,70,0.000,0.000,0.000,0.000,0.002
2022-05-26T23:00,46.1,69,0.000,0.000,0.000,0.000,0.001
2022-05-27T00:00,44.5,71,0.000,0.000,0.000,0.000,0.001
2022-05-27T01:00,41.9,78,0.000,0.000,0.000,0.000,0.001
2022-05-27T02:00,40.4,82,0.000,0.000,0.000,0.000,0.000
2022-05-27T03:00,39.3,85,0.000,0.000,0.000,0.000,0.000
2022-05-27T04:00,37.9,89,0.000,0.000,0.000,0.000,0.000
2022-05-27T05:00,36.7,92,0.000,0.000,0.000,0.000,0.000
2022-05-27T06:00,38.2,87,0.000,0.000,0.000,0.000,0.001
2022-05-27T07:00,41.2,77,0.000,0.000,0.000,0.000,0.002
2022-05-27T08:00,43.2,71,0.000,0.000,0.000,0.000,0.005
2022-05-27T09:00,46.3,58,0.000,0.000,0.000,0.000,0.007
2022-05-27T10:00,48.0,50,0.000,0.000,0.000,0.000,0.008
2022-05-27T11:00,49.1,46,0.000,0.000,0.000,0.000,0.009
2022-05-27T12:00,49.7,44,0.000,0.000,0.000,0.000,0.008
2022-05-27T13:00,50.7,42,0.000,0.000,0.000,0.000,0.009
2022-05-27T14:00,51.7,40,0.000,0.000,0.000,0.000,0.010
2022-05-27T15:00,52.1,39,0.000,0.000,0.000,0.000,0.009
2022-05-27T16:00,52.7,39,0.000,0.000,0.000,0.000,0.010
2022-05-27T17:00,51.8,40,0.000,0.000,0.000,0.000,0.007
2022-05-27T18:00,52.0,40,0.000,0.000,0.000,0.000,0.007
2022-05-27T19:00,51.1,41,0.000,0.000,0.000,0.000,0.006
2022-05-27T20:00,48.3,47,0.000,0.000,0.000,0.000,0.003
2022-05-27T21:00,44.5,55,0.000,0.000,0.000,0.000,0.001
2022-05-27T22:00,42.3,57,0.000,0.000,0.000,0.000,0.001
2022-05-27T23:00,40.4,62,0.000,0.000,0.000,0.000,0.001
2022-05-28T00:00,39.4,65,0.000,0.000,0.000,0.000,0.000
2022-05-28T01:00,38.3,69,0.000,0.000,0.000,0.000,0.000
2022-05-28T02:00,36.5,74,0.000,0.000,0.000,0.000,0.000
2022-05-28T03:00,35.0,79,0.000,0.000,0.000,0.000,0.000
2022-05-28T04:00,33.9,83,0.000,0.000,0.000,0.000,0.000
2022-05-28T05:00,33.2,86,0.000,0.000,0.000,0.000,0.000
2022-05-28T06:00,35.0,85,0.000,0.000,0.000,0.000,0.001
2022-05-28T07:00,39.1,78,0.000,0.000,0.000,0.000,0.002
2022-05-28T08:00,41.5,71,0.000,0.000,0.000,0.000,0.005
2022-05-28T09:00,45.2,56,0.000,0.000,0.000,0.000,0.008
2022-05-28T10:00,47.8,43,0.000,0.000,0.000,0.000,0.011
2022-05-28T11:00,47.9,42,0.004,0.004,0.000,0.000,0.010
2022-05-28T12:00,49.6,45,0.008,0.008,0.000,0.000,0.010
2022-05-28T13:00,50.5,40,0.000,0.000,0.000,0.000,0.014
2022-05-28T14:00,49.3,41,0.004,0.004,0.000,0.000,0.010
2022-05-28T15:00,51.1,36,0.000,0.000,0.000,0.000,0.013
2022-05-28T16:00,50.9,37,0.000,0.000,0.000,0.000,0.012
2022-05-28T17:00,51.4,34,0.000,0.000,0.000,0.000,0.010
2022-05-28T18:00,50.0,35,0.000,0.000,0.000,0.000,0.007
2022-05-28T19:00,49.3,34,0.000,0.000,0.000,0.000,0.006
2022-05-28T20:00,47.9,36,0.000,0.000,0.000,0.000,0.004
2022-05-28T21:00,44.3,43,0.000,0.000,0.000,0.000,0.002
2022-05-28T22:00,41.1,47,0.000,0.000,0.000,0.000,0.002
2022-05-28T23:00,39.2,51,0.000,0.000,0.000,0.000,0.001
2022-05-29T00:00,37.8,55,0.000,0.000,0.000,0.000,0.001
2022-05-29T01:00,37.1,58,0.000,0.000,0.000,0.000,0.001
2022-05-29T02:00,35.2,63,0.000,0.000,0.000,0.000,0.000
2022-05-29T03:00,33.8,65,0.000,0.000,0.000,0.000,0.000
2022-05-29T04:00,32.5,68,0.000,0.000,0.000,0.000,0.000
2022-05-29T05:00,31.4,71,0.000,0.000,0.000,0.000,0.001
2022-05-29T06:00,33.6,70,0.000,0.000,0.000,0.000,0.001
2022-05-29T07:00,40.1,62,0.000,0.000,0.000,0.000,0.003
2022-05-29T08:00,43.8,51,0.000,0.000,0.000,0.000,0.005
2022-05-29T09:00,47.3,42,0.000,0.000,0.000,0.000,0.009
2022-05-29T10:00,49.6,36,0.000,0.000,0.000,0.000,0.012
2022-05-29T11:00,51.8,34,0.000,0.000,0.000,0.000,0.014
2022-05-29T12:00,53.9,32,0.000,0.000,0.000,0.000,0.016
2022-05-29T13:00,55.9,30,0.000,0.000,0.000,0.000,0.018
2022-05-29T14:00,57.3,29,0.000,0.000,0.000,0.000,0.018
2022-05-29T15:00,58.3,29,0.000,0.000,0.000,0.000,0.017
2022-05-29T16:00,59.0,29,0.000,0.000,0.000,0.000,0.016
2022-05-29T17:00,58.9,29,0.000,0.000,0.000,0.000,0.014
2022-05-29T18:00,58.1,30,0.000,0.000,0.000,0.000,0.011
2022-05-29T19:00,56.6,33,0.000,0.000,0.000,0.000,0.007
2022-05-29T20:00,54.8,41,0.000,0.000,0.000,0.000,0.004
2022-05-29T21:00,51.5,42,0.000,0.000,0.000,0.000,0.002
2022-05-29T22:00,48.9,45,0.000,0.000,0.000,0.000,0.002
2022-05-29T23:00,45.9,52,0.000,0.000,0.000,0.000,0.000
2022-05-30T00:00,44.3,52,0.000,0.000,0.000,0.000,0.001
2022-05-30T01:00,42.6,58,0.000,0.000,0.000,0.000,0.001
2022-05-30T02:00,39.9,66,0.000,0.000,0.000,0.000,0.000
2022-05-30T03:00,37.9,70,0.000,0.000,0.000,0.000,0.000
2022-05-30T04:00,35.9,75,0.000,0.000,0.000,0.000,0.000
2022-05-30T05:00,34.8,78,0.000,0.000,0.000,0.000,0.000
2022-05-30T06:00,38.5,75,0.000,0.000,0.000,0.000,0.000
2022-05-30T07:00,44.6,70,0.000,0.000,0.000,0.000,0.002
2022-05-30T08:00,49.1,55,0.000,0.000,0.000,0.000,0.005
2022-05-30T09:00,53.6,48,0.000,0.000,0.000,0.000,0.009
2022-05-30T10:00,57.0,35,0.000,0.000,0.000,0.000,0.012
2022-05-30T11:00,58.9,30,0.000,0.000,0.000,0.000,0.015
2022-05-30T12:00,60.5,28,0.000,0.000,0.000,0.000,0.018
2022-05-30T13:00,61.6,27,0.000,0.000,0.000,0.000,0.019
2022-05-30T14:00,62.1,26,0.000,0.000,0.000,0.000,0.018
2022-05-30T15:00,63.0,24,0.000,0.000,0.000,0.000,0.018
2022-05-30T16:00,63.5,24,0.000,0.000,0.000,0.000,0.016
2022-05-30T17:00,63.9,23,0.000,0.000,0.000,0.000,0.013
2022-05-30T18:00,64.6,24,0.000,0.000,0.000,0.000,0.008
2022-05-30T19:00,60.6,42,0.000,0.000,0.000,0.000,0.005
2022-05-30T20:00,59.5,43,0.000,0.000,0.000,0.000,0.004
2022-05-30T21:00,54.1,51,0.000,0.000,0.000,0.000,0.002
2022-05-30T22:00,51.8,50,0.000,0.000,0.000,0.000,0.001
2022-05-30T23:00,49.8,49,0.000,0.000,0.000,0.000,0.002
2022-05-31T00:00,48.3,55,0.000,0.000,0.000,0.000,0.001
2022-05-31T01:00,47.3,63,0.000,0.000,0.000,0.000,0.001
2022-05-31T02:00,44.1,73,0.000,0.000,0.000,0.000,0.000
2022-05-31T03:00,41.9,80,0.000,0.000,0.000,0.000,0.000
2022-05-31T04:00,41.0,82,0.000,0.000,0.000,0.000,0.000
2022-05-31T05:00,42.4,81,0.000,0.000,0.000,0.000,0.001
2022-05-31T06:00,45.5,77,0.016,0.016,0.000,0.000,0.001
2022-05-31T07:00,45.2,88,0.035,0.035,0.000,0.000,0.001
2022-05-31T08:00,44.6,93,0.012,0.012,0.000,0.000,0.002
2022-05-31T09:00,47.2,94,0.020,0.020,0.000,0.000,0.002
2022-05-31T10:00,53.0,85,0.000,0.000,0.000,0.000,0.007
2022-05-31T11:00,55.8,70,0.004,0.004,0.000,0.000,0.008
2022-05-31T12:00,59.3,56,0.004,0.004,0.000,0.000,0.012
2022-05-31T13:00,59.4,52,0.000,0.000,0.000,0.000,0.010
2022-05-31T14:00,56.8,68,0.043,0.043,0.000,0.000,0.005
2022-05-31T15:00,58.8,60,0.020,0.020,0.000,0.000,0.013
2022-05-31T16:00,61.1,54,0.004,0.004,0.000,0.000,0.013
2022-05-31T17:00,60.6,55,0.008,0.008,0.000,0.000,0.011
2022-05-31T18:00,56.4,67,0.000,0.000,0.000,0.000,0.006
2022-05-31T19:00,56.3,68,0.000,0.000,0.000,0.000,0.006
2022-05-31T20:00,51.7,91,0.008,0.008,0.000,0.000,0.002
2022-05-31T21:00,48.5,95,0.000,0.000,0.000,0.000,0.000
2022-05-31T22:00,46.5,96,0.004,0.004,0.000,0.000,0.000
2022-05-31T23:00,46.2,96,0.004,0.004,0.000,0.000,0.000
2022-06-01T00:00,45.9,95,0.000,0.000,0.000,0.000,0.000
2022-06-01T01:00,44.2,95,0.000,0.000,0.000,0.000,0.000
2022-06-01T02:00,43.8,93,0.000,0.000,0.000,0.000,0.000
2022-06-01T03:00,44.0,93,0.000,0.000,0.000,0.000,0.000
2022-06-01T04:00,44.0,94,0.000,0.000,0.000,0.000,0.000
2022-06-01T05:00,42.4,94,0.000,0.000,0.000,0.000,0.000
2022-06-01T06:00,43.1,96,0.000,0.000,0.000,0.000,0.001
2022-06-01T07:00,46.4,97,0.000,0.000,0.000,0.000,0.002
2022-06-01T08:00,48.6,86,0.000,0.000,0.000,0.000,0.005
2022-06-01T09:00,51.6,67,0.000,0.000,0.000,0.000,0.009
2022-06-01T10:00,54.5,52,0.000,0.000,0.000,0.000,0.012
2022-06-01T11:00,57.2,43,0.000,0.000,0.000,0.000,0.014
2022-06-01T12:00,59.0,38,0.000,0.000,0.000,0.000,0.014
2022-06-01T13:00,61.9,34,0.000,0.000,0.000,0.000,0.018
2022-06-01T14:00,63.2,30,0.000,0.000,0.000,0.000,0.016
2022-06-01T15:00,63.3,31,0.000,0.000,0.000,0.000,0.015
2022-06-01T16:00,64.5,31,0.000,0.000,0.000,0.000,0.016
2022-06-01T17:00,64.6,31,0.000,0.000,0.000,0.000,0.014
2022-06-01T18:00,64.6,33,0.000,0.000,0.000,0.000,0.010
2022-06-01T19:00,63.0,48,0.000,0.000,0.000,0.000,0.006
2022-06-01T20:00,58.4,65,0.000,0.000,0.000,0.000,0.003
2022-06-01T21:00,58.3,57,0.000,0.000,0.000,0.000,0.001
2022-06-01T22:00,51.1,77,0.000,0.000,0.000,0.000,0.001
2022-06-01T23:00,49.0,77,0.000,0.000,0.000,0.000,0.000
2022-06-02T00:00,47.4,77,0.000,0.000,0.000,0.000,0.000
2022-06-02T01:00,45.7,76,0.000,0.000,0.000,0.000,0.000
2022-06-02T02:00,44.6,73,0.000,0.000,0.000,0.000,0.000
2022-06-02T03:00,43.9,68,0.000,0.000,0.000,0.000,0.000
2022-06-02T04:00,44.3,65,0.000,0.000,0.000,0.000,0.000
2022-06-02T05:00,45.8,67,0.000,0.000,0.000,0.000,0.001
2022-06-02T06:00,46.4,70,0.000,0.000,0.000,0.000,0.001
2022-06-02T07:00,49.7,68,0.000,0.000,0.000,0.000,0.003
2022-06-02T08:00,53.2,59,0.000,0.000,0.000,0.000,0.004
2022-06-02T09:00,54.4,58,0.000,0.000,0.000,0.000,0.005
2022-06-02T10:00,55.1,56,0.004,0.004,0.000,0.000,0.006
2022-06-02T11:00,52.7,67,0.035,0.035,0.000,0.000,0.005
2022-06-02T12:00,47.4,99,0.075,0.075,0.000,0.000,0.001
2022-06-02T13:00,48.0,99,0.098,0.098,0.000,0.000,0.002
2022-06-02T14:00,48.0,100,0.043,0.043,0.000,0.000,0.002
2022-06-02T15:00,49.2,95,0.016,0.016,0.000,0.000,0.002
2022-06-02T16:00,50.3,94,0.004,0.004,0.000,0.000,0.003
2022-06-02T17:00,51.5,92,0.000,0.000,0.000,0.000,0.003
2022-06-02T18:00,54.4,86,0.000,0.000,0.000,0.000,0.004
2022-06-02T19:00,55.1,83,0.004,0.004,0.000,0.000,0.004
2022-06-02T20:00,53.0,86,0.000,0.000,0.000,0.000,0.002
2022-06-02T21:00,48.6,92,0.000,0.000,0.000,0.000,0.001
2022-06-02T22:00,47.6,94,0.000,0.000,0.000,0.000,0.000
2022-06-02T23:00,44.3,97,0.000,0.000,0.000,0.000,0.000
2022-06-03T00:00,40.1,100,0.000,0.000,0.000,0.000,0.000
2022-06-03T01:00,38.6,100,0.000,0.000,0.000,0.000,0.000
2022-06-03T02:00,38.5,100,0.000,0.000,0.000,0.000,0.000
2022-06-03T03:00,37.4,100,0.000,0.000,0.000,0.000,0.000
2022-06-03T04:00,37.5,100,0.000,0.000,0.000,0.000,0.000
2022-06-03T05:00,40.4,98,0.000,0.000,0.000,0.000,0.000
2022-06-03T06:00,43.9,97,0.000,0.000,0.000,0.000,0.001
2022-06-03T07:00,47.3,94,0.000,0.000,0.000,0.000,0.002
2022-06-03T08:00,48.1,94,0.000,0.000,0.000,0.000,0.002
2022-06-03T09:00,49.1,88,0.004,0.004,0.000,0.000,0.004
2022-06-03T10:00,49.6,80,0.000,0.000,0.000,0.000,0.004
2022-06-03T11:00,48.9,82,0.016,0.016,0.000,0.000,0.004
2022-06-03T12:00,46.7,93,0.024,0.024,0.000,0.000,0.002
2022-06-03T13:00,48.2,87,0.024,0.024,0.000,0.000,0.005
2022-06-03T14:00,47.8,91,0.024,0.024,0.000,0.000,0.004
2022-06-03T15:00,47.2,94,0.020,0.020,0.000,0.000,0.003
2022-06-03T16:00,48.2,91,0.008,0.008,0.000,0.000,0.004
2022-06-03T17:00,49.6,80,0.000,0.000,0.000,0.000,0.005
2022-06-03T18:00,51.3,66,0.000,0.000,0.000,0.000,0.006
2022-06-03T19:00,51.4,66,0.000,0.000,0.000,0.000,0.004
2022-06-03T20:00,48.2,80,0.000,0.000,0.000,0.000,0.002
2022-06-03T21:00,46.5,81,0.000,0.000,0.000,0.000,0.001
2022-06-03T22:00,45.0,85,0.000,0.000,0.000,0.000,0.000
2022-06-03T23:00,43.3,88,0.000,0.000,0.000,0.000,0.000
2022-06-04T00:00,41.8,90,0.000,0.000,0.000,0.000,0.000
2022-06-04T01:00,40.7,91,0.000,0.000,0.000,0.000,0.000
2022-06-04T02:00,37.9,94,0.000,0.000,0.000,0.000,0.000
2022-06-04T03:00,34.3,98,0.000,0.000,0.000,0.000,0.000
2022-06-04T04:00,33.7,98,0.000,0.000,0.000,0.000,0.000
2022-06-04T05:00,33.9,98,0.000,0.000,0.000,0.000,0.000
2022-06-04T06:00,36.4,96,0.000,0.000,0.000,0.000,0.000
2022-06-04T07:00,42.2,91,0.000,0.000,0.000,0.000,0.002
2022-06-04T08:00,45.5,87,0.000,0.000,0.000,0.000,0.005
2022-06-04T09:00,51.2,71,0.000,0.000,0.000,0.000,0.009
2022-06-04T10:00,54.6,54,0.000,0.000,0.000,0.000,0.012
2022-06-04T11:00,57.2,47,0.000,0.000,0.000,0.000,0.015
2022-06-04T12:00,59.4,43,0.000,0.000,0.000,0.000,0.018
2022-06-04T13:00,61.7,39,0.000,0.000,0.000,0.000,0.019
2022-06-04T14:00,63.0,37,0.000,0.000,0.000,0.000,0.019
2022-06-04T15:00,63.6,36,0.000,0.000,0.000,0.000,0.018
2022-06-04T16:00,63.7,35,0.000,0.000,0.000,0.000,0.016
2022-06-04T17:00,63.9,34,0.000,0.000,0.000,0.000,0.014
2022-06-04T18:00,63.5,35,0.000,0.000,0.000,0.000,0.011
2022-06-04T19:00,62.0,45,0.000,0.000,0.000,0.000,0.007
2022-06-04T20:00,58.0,65,0.000,0.000,0.000,0.000,0.004
2022-06-04T21:00,53.6,61,0.000,0.000,0.000,0.000,0.002
2022-06-04T22:00,49.4,66,0.000,0.000,0.000,0.000,0.001
2022-06-04T23:00,48.7,65,0.000,0.000,0.000,0.000,0.000
2022-06-05T00:00,47.8,67,0.000,0.000,0.000,0.000,0.000
2022-06-05T01:00,43.2,79,0.000,0.000,0.000,0.000,0.000
2022-06-05T02:00,41.9,81,0.000,0.000,0.000,0.000,0.000
2022-06-05T03:00,41.3,80,0.000,0.000,0.000,0.000,0.000
2022-06-05T04:00,40.1,80,0.000,0.000,0.000,0.000,0.000
2022-06-05T05:00,39.7,80,0.000,0.000,0.000,0.000,0.000
2022-06-05T06:00,42.3,75,0.000,0.000,0.000,0.000,0.001
2022-06-05T07:00,46.8,72,0.000,0.000,0.000,0.000,0.003
2022-06-05T08:00,52.0,66,0.000,0.000,0.000,0.000,0.006
2022-06-05T09:00,57.8,55,0.000,0.000,0.000,0.000,0.010
2022-06-05T10:00,62.4,46,0.000,0.000,0.000,0.000,0.014
2022-06-05T11:00,65.3,38,0.000,0.000,0.000,0.000,0.017
2022-06-05T12:00,67.6,34,0.000,0.000,0.000,0.000,0.020
2022-06-05T13:00,69.7,32,0.000,0.000,0.000,0.000,0.021
2022-06-05T14:00,71.1,32,0.000,0.000,0.000,0.000,0.021
2022-06-05T15:00,72.4,31,0.000,0.000,0.000,0.000,0.020
2022-06-05T16:00,72.6,29,0.000,0.000,0.000,0.000,0.018
2022-06-05T17:00,72.6,29,0.000,0.000,0.000,0.000,0.015
2022-06-05T18:00,70.9,34,0.000,0.000,0.000,0.000,0.011
2022-06-05T19:00,67.1,46,0.000,0.000,0.000,0.000,0.007
2022-06-05T20:00,62.5,56,0.000,0.000,0.000,0.000,0.005
2022-06-05T21:00,57.2,68,0.000,0.000,0.000,0.000,0.002
